hex,type,flight,r,t,desc,ownOp,year,alt_baro,alt_geom,gs,track,baro_rate,squawk,emergency,category,nav_qnh,nav_altitude_mcp,nav_heading,lat,lon,nic,rc,seen_pos,version,nic_baro,nac_p,nac_v,sil,sil_type,gva,sda,alert,spi,mlat,tisb,messages,seen,rssi,dst,dir,nav_modes,geom_rate,true_heading,calc_track,time,dbFlags
aded25,adsb_icao,FDX1332 ,N997FD,B752,BOEING 757-200,FEDERAL EXPRESS CORP,,ground,,0.0,,,1440.0,none,A4,,,,38.814548,-104.720605,8,186,0.771,2.0,,9.0,1.0,3.0,perhour,,2.0,,,[],[],30835855,0.8,-3.8,56.914,167.2,,,2.81,,1742361392.001,
a752b3,adsb_icao,LXJ571  ,N571FX,CL30,BOMBARDIER BD-100 Challenger 300,FLEXJET LLC,2014.0,45000,45250.0,523.4,67.06,,1623.0,none,A2,1012.8,44992.0,56.25,37.346008,-104.71081,8,186,0.121,2.0,1.0,11.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],409884,0.1,-25.2,144.287,174.7,,0.0,,,1742361392.001,
a2396e,adsb_icao,SWA3359 ,N242WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2006.0,ground,,0.0,,,1462.0,none,A3,,,,38.799477,-104.703872,8,186,2.896,2.0,,10.0,2.0,3.0,perhour,,2.0,,,[],[],128115976,2.9,-3.2,57.971,166.6,,,0.0,,1742361392.001,
aa457b,adsb_icao,CSB194  ,N761CK,B763,BOEING 767-300,KALITTA AIR LLC,1989.0,9175,9000.0,144.4,4.37,3072.0,1475.0,none,A5,1011.2,23008.0,352.97,39.90779,-104.695129,8,186,0.097,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],49222199,0.1,-5.5,16.962,53.3,,,,,1742361392.001,
a2479f,adsb_icao,SKW4660 ,N246PS,CRJ2,BOMBARDIER Regional Jet CRJ-200,SKYWEST AIRLINES INC,2004.0,6825,6650.0,129.0,0.0,,5167.0,none,A2,1008.0,8992.0,,38.749008,-104.685855,8,186,0.373,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],9861725,0.4,-18.4,61.114,166.5,,-640.0,,,1742361392.001,
a742ec,adsb_icao,SWA3438 ,N567WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2002.0,ground,,0.0,,,1447.0,none,A3,,,,39.862879,-104.680771,8,186,7.858,2.0,,10.0,2.0,3.0,perhour,,2.0,0.0,0.0,[],[],135873527,3.1,-15.0,16.093,62.4,,,270.0,,1742361392.001,
ac2bc6,adsb_icao,SWA791  ,N8833L,B38M,BOEING 737 MAX 8,SOUTHWEST AIRLINES CO,2022.0,ground,,0.0,,,3245.0,none,A3,,,,39.863717,-104.68074,8,186,10.407,2.0,,10.0,2.0,3.0,perhour,,2.0,0.0,0.0,[],[],147352521,2.6,-12.0,16.118,62.3,,,270.0,,1742361392.001,
abd90c,adsb_icao,SWA1603 ,N8623F,B738,BOEING 737-800,SOUTHWEST AIRLINES CO,2013.0,ground,,0.0,,,5161.0,none,A3,,,,39.86412,-104.680735,8,186,5.12,2.0,,10.0,2.0,3.0,perhour,,2.0,0.0,0.0,[],[],133895008,1.1,-11.8,16.129,62.2,,,270.0,,1742361392.001,
a73410,adsb_icao,SWA684  ,N563WN,B737,BOEING 737-700,WILMINGTON TRUST CO TRUSTEE,2002.0,ground,,0.0,,,3550.0,none,A3,,,,39.864178,-104.678839,8,186,4.884,2.0,,10.0,2.0,3.0,perhour,,2.0,0.0,0.0,[],[],119486649,1.4,-14.5,16.208,62.3,,,270.0,,1742361392.001,
a2bba8,adsb_icao,UAL767  ,N27515,B39M,BOEING 737 MAX 9,WILMINGTON TRUST CO TRUSTEE,2020.0,ground,5400.0,21.5,0.53,-192.0,,,A3,,,,39.848373,-104.661091,8,186,5.225,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],101184618,5.2,-30.8,16.541,66.5,,,331.88,,1742361392.001,
a0b7fa,adsb_icao,UAL1338 ,N14520,A21N,,UNITED AIRLINES INC,2024.0,12050,11850.0,206.7,300.54,0.0,2557.0,none,A3,1012.0,12000.0,0.0,39.382262,-104.625183,8,186,0.311,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],23676838,0.0,-16.7,27.293,141.6,,,,,1742361392.001,
a95d32,adsb_icao,NKS108  ,N702NK,A21N,AIRBUS A-321neo,WILMINGTON TRUST CO TRUSTEE,2023.0,37000,36925.0,512.8,74.04,-128.0,6754.0,none,A3,1012.8,36992.0,,37.24086,-104.367838,8,186,0.282,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],102212140,0.2,-15.1,152.827,168.8,,,,,1742361392.001,
a35c97,adsb_icao,JBU98   ,N3156J,BCS3,AIRBUS A220-300,JETBLUE AIRWAYS CORP,2024.0,17900,17550.0,375.6,82.04,,1463.0,none,A3,1011.2,35008.0,68.2,39.987208,-104.019366,8,186,0.311,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],146919069,0.1,-5.0,47.159,71.3,,1472.0,,,1742361392.001,
adbaca,adsb_icao,JBU111  ,N984JB,A321,AIRBUS A-321,JETBLUE AIRWAYS CORP,2017.0,36025,35550.0,432.0,264.42,0.0,1737.0,none,A3,1013.6,36000.0,0.0,40.222344,-103.884472,8,186,0.311,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],222901925,0.0,-10.2,58.564,60.0,,,,,1742361392.001,
adbe91,adsb_icao,JBU988  ,N985JT,A321,AIRBUS A-321,JETBLUE AIRWAYS CORP,2017.0,35025,34800.0,543.2,77.35,0.0,7227.0,none,A3,1013.6,35008.0,0.0,36.571793,-103.783779,8,186,0.222,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],1947137017,0.2,-26.6,198.512,163.0,,,,,1742361392.001,
a0fd0f,adsb_icao,USC55   ,N163CK,LJ35,LEARJET 35,KALITTA CHARTERS LLC,1978.0,10500,10275.0,299.4,262.71,,6737.0,none,A1,,,,39.678381,-103.754272,9,75,0.097,2.0,0.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],21032042,0.0,-20.7,57.208,93.3,,-1024.0,,,1742361392.001,
a23b5c,adsb_icao,N243CF  ,N243CF,F2TH,,2BAR AVIATION LLC,2011.0,26200,25675.0,416.3,328.26,-1600.0,534.0,none,A2,1013.6,9024.0,,38.466673,-103.64563,8,186,0.121,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],579733,0.0,-23.3,98.806,140.2,"['autopilot', 'vnav', 'tcas']",,,,1742361392.001,
a8102a,adsb_icao,UAL1792 ,N61898,B739,BOEING 737-900,UNITED AIRLINES INC,2016.0,22000,21575.0,394.4,255.61,0.0,3034.0,none,A3,1013.6,11008.0,244.69,40.234497,-103.640686,8,186,0.433,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],122281995,0.0,-8.4,68.84,64.0,,,,,1742361392.001,
a455c7,adsb_icao,FFT2632 ,N379FR,A20N,AIRBUS A-320neo,BANK OF UTAH TRUSTEE,2021.0,34950,34625.0,453.6,140.1,-64.0,3270.0,none,A3,1012.8,35008.0,,37.988297,-103.607911,8,186,0.061,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],130726122,0.1,-13.7,123.401,148.0,,,,,1742361392.001,
a413cb,adsb_icao,XSR362  ,N362AS,E55P,EMBRAER EMB-505 Phenom 300,"EXECUTIVE AIRSHARE LLC, KESSENICH DAVID, KESSENICH COLLEN, GREEN",2016.0,39675,39550.0,387.3,132.17,768.0,3530.0,none,A2,1012.8,44992.0,125.16,38.357574,-103.570394,8,186,0.433,2.0,1.0,10.0,3.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],29428805,0.1,-22.3,106.135,141.0,,,,,1742361392.001,
a0205c,adsb_icao,SKW5366 ,N107SY,E75L,EMBRAER ERJ-170-200 (long wing),SKYWEST AIRLINES INC,2014.0,35000,34250.0,465.8,15.44,-64.0,2760.0,none,A3,1013.6,35008.0,,43.459819,-103.277174,8,186,0.536,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],98130857,0.5,-8.6,236.246,18.4,"['autopilot', 'vnav', 'tcas']",,,,1742361392.001,
0c2082,adsb_icao,CMP477  ,HP-1826CMP,B738,BOEING 737-800,,,29525,28950.0,384.4,126.75,576.0,3252.0,none,A3,1013.6,32992.0,116.72,39.20929,-103.24987,8,186,0.097,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],31099267,0.1,-22.1,86.71,111.0,,,,,1742361392.001,
abbce5,adsb_icao,SWA8510 ,N8554X,B738,BOEING 737-800,SOUTHWEST AIRLINES CO,2017.0,29550,29050.0,448.2,255.53,-3968.0,2626.0,none,A3,1013.6,11008.0,262.27,40.316566,-103.228912,8,186,0.097,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],127878760,0.1,-14.0,88.087,66.3,,,,,1742361392.001,
a3615f,adsb_icao,FFT4855 ,N317FR,A20N,AIRBUS A-320neo,WELLS FARGO TRUST CO NA TRUSTEE,2017.0,35025,34625.0,448.3,310.48,-3264.0,7347.0,none,A3,1012.8,12000.0,,38.653114,-103.207764,8,186,0.342,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],125539768,0.2,-18.8,105.507,127.6,,,,,1742361392.001,
a4e876,adsb_icao,UAL772  ,N415UA,A320,AIRBUS A-320,UNITED AIRLINES INC,1994.0,34925,34775.0,473.0,140.32,-64.0,3276.0,none,A3,1012.8,35008.0,,37.255737,-102.840096,8,186,0.617,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],117697396,0.2,-21.2,180.116,145.2,,,,,1742361392.001,
a03fff,adsb_icao,AAL662  ,N115NN,A321,AIRBUS A-321,AMERICAN AIRLINES INC,2014.0,32000,31525.0,450.0,313.02,0.0,570.0,none,A3,,12000.0,0.0,38.311514,-102.814776,8,186,0.282,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],116939696,0.2,-21.7,132.833,129.5,,,,,1742361392.001,
a2dd97,adsb_icao,N284HS  ,N284HS,C560,CESSNA 560 Citation Ultra,COBBLESTONE AVIATION LLC,1995.0,40000,39625.0,362.6,259.03,0.0,3636.0,none,A1,1013.6,40000.0,251.02,42.966522,-102.634022,9,75,0.0,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],7617393,0.0,-10.7,220.977,28.0,,,,,1742361392.001,8.0
a36a10,adsb_icao,UPS801  ,N319UP,B763,BOEING 767-300,UNITED PARCEL SERVICE CO,1997.0,35000,34450.0,502.4,96.63,0.0,3203.0,none,A5,1012.8,35008.0,92.11,39.622192,-102.315063,8,186,0.061,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],75169377,0.0,-22.0,123.817,92.4,"['vnav', 'tcas']",,,,1742361392.001,
ad0562,adsb_icao,SWA561  ,N938WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2009.0,39000,38775.0,522.3,79.18,-64.0,3256.0,none,A3,1013.6,39008.0,73.12,40.350952,-101.648071,8,186,0.097,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],142360113,0.1,-18.8,157.939,75.5,,,,,1742361392.001,
a76df8,adsb_icao,AAL2402 ,N578UW,A321,AIRBUS A-321,AMERICAN AIRLINES INC,2014.0,34050,33550.0,470.6,320.86,64.0,2312.0,none,A3,1013.6,34016.0,,40.208564,-101.628654,8,186,0.222,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],123900175,0.1,-15.3,157.209,78.6,,,,,1742361392.001,
a4dd8f,adsb_icao,SWA117  ,N412WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2001.0,41000,41100.0,,,,,,A3,1013.6,40992.0,120.23,38.643897,-101.319031,8,186,53.691,2.0,1.0,10.0,,3.0,perhour,,,0.0,0.0,[],[],126083757,1.3,-27.5,183.042,109.9,,,,121.0,1742361392.001,
abc07b,adsb_icao,SWA4509 ,N8563Z,B738,BOEING 737-800,SOUTHWEST AIRLINES CO,2018.0,38000,37700.0,407.1,257.23,0.0,1755.0,none,A3,1013.6,38016.0,253.12,40.684049,-101.254994,8,186,0.433,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],125132299,0.2,-19.5,180.4,70.5,,,,,1742361392.001,
407cd1,adsb_icao,BAW3PB  ,G-XWBL,A35K,AIRBUS A-350-1000,,,37000,36800.0,566.5,59.09,0.0,2652.0,none,A5,1013.6,36992.0,54.14,39.048995,-101.051147,8,186,0.097,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],131378784,0.1,-22.9,187.395,101.5,,,,,1742361392.001,
a2e28f,adsb_icao,SWA1364 ,N285WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2007.0,37000,36500.0,497.4,64.26,-64.0,3207.0,none,A3,1013.6,36992.0,42.89,42.222153,-100.969973,8,186,0.423,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],137624455,0.4,-23.0,235.393,49.4,,,,,1742361392.001,
a4493e,adsb_icao,,N37536,B39M,BOEING 737 MAX 9,UNITED AIRLINES INC,2022.0,36000,35900.0,386.9,266.15,0.0,,,A3,1013.6,36000.0,253.12,37.18886,-100.799979,8,186,26.928,2.0,1.0,10.0,2.0,3.0,perhour,,,0.0,0.0,[],[],156379960,0.7,-28.5,249.458,126.5,,,,,1742361392.001,
a94b48,adsb_icao,UAL2071 ,N69830,B739,BOEING 737-900,UNITED AIRLINES INC,2014.0,36000,35575.0,414.3,262.79,0.0,6545.0,none,A3,1013.6,36000.0,255.94,41.105766,-100.775029,8,186,0.029,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],124084554,0.0,-13.2,209.385,65.6,,,,,1742361392.001,
a00c7a,adsb_icao,DAL825  ,N102DN,A321,AIRBUS A-321,DELTA AIR LINES INC,2020.0,34000,33750.0,411.1,274.18,0.0,2566.0,none,A3,1012.8,34016.0,,37.637695,-100.754271,8,186,0.282,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],157092866,0.2,-27.2,235.182,121.1,,,,,1742361392.001,
a9b39e,adsb_icao,NKS852  ,N724NK,A21N,,WILMINGTON TRUST CO TRUSTEE,2024.0,35975,35900.0,411.6,276.42,0.0,3112.0,none,A3,1012.8,36000.0,,37.386009,-100.609688,8,186,1.018,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],47740153,1.0,-26.6,249.463,123.1,,,,,1742361392.001,
aa7ec3,adsb_icao,UAL2294 ,N77559,B39M,BOEING 737 MAX 9,UNITED AIRLINES INC,2023.0,38000,37750.0,411.9,266.24,0.0,512.0,none,A3,1013.6,38016.0,257.34,40.805876,-100.276836,8,186,0.029,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],143890617,0.0,-6.6,225.185,72.0,,,,,1742361392.001,
aab0ba,adsb_icao,SWA1954 ,N7881A,B737,BOEING 737-700,WELLS FARGO TRUST CO NA TRUSTEE,2008.0,41000,41050.0,510.7,94.72,64.0,3535.0,none,A3,1013.6,40992.0,92.11,39.591202,-99.67376,8,186,0.232,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],130294730,0.0,-10.5,245.846,90.4,,,,,1742361392.001,
ada5ee,adsb_icao,JBU2416 ,N979JT,A321,AIRBUS A-321,JETBLUE AIRWAYS CORP,2017.0,33025,32300.0,461.9,78.13,0.0,3256.0,none,A3,1013.6,32992.0,0.0,41.479568,-109.741183,8,186,0.4,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],241644135,0.1,-32.8,240.396,297.3,,,,,1742361402.001,
ac06f5,adsb_icao,UAL1420 ,N874UA,A319,AIRBUS A-319,WELLS FARGO TRUST CO NA TRUSTEE,,33975,33400.0,414.3,259.99,0.0,,,A3,1012.8,34016.0,,39.407074,-109.66687,8,186,12.844,0.0,1.0,8.0,1.0,2.0,perhour,,,0.0,0.0,[],[],116791862,0.8,-30.8,217.323,266.2,,,,,1742361402.001,
a081ca,adsb_icao,UAL702K ,N13138,B752,BOEING 757-200,UNITED AIRLINES INC,1999.0,40000,39550.0,427.1,244.33,0.0,7117.0,none,A4,1013.6,40000.0,238.36,38.619553,-109.155618,8,186,0.353,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],142377347,0.4,-26.9,205.159,252.2,,,,,1742361402.001,
a97c9a,adsb_icao,FFT1821 ,N710FR,A321,AIRBUS A-321,WILMINGTON TRUST CO TRUSTEE,2016.0,33975,33450.0,403.5,251.21,64.0,4175.0,none,A3,1012.8,34016.0,,37.951758,-109.04468,8,186,19.483,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],111521473,18.1,-31.1,217.824,241.8,,,,,1742361402.001,
a7124f,adsb_icao,N555DF  ,N555DF,CL60,BOMBARDIER CL-600 Challenger,KING LEO MANAGEMENT LLC,1993.0,37000,36675.0,497.1,71.35,,1337.0,none,A2,1013.6,36992.0,,37.823685,-108.743377,8,186,0.123,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],6033888,0.1,-19.7,209.93,238.0,,0.0,,,1742361402.001,
a5ca89,adsb_icao,SWA1313 ,N472WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2004.0,40000,39900.0,418.5,265.2,-64.0,7130.0,none,A3,1013.6,40000.0,255.23,37.428977,-108.733421,8,186,0.265,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],121064999,0.1,-26.4,223.799,232.9,,,,,1742361402.001,
a47cd1,adsb_icao,ATN3388 ,N389AZ,B763,BOEING 767-300,CARGO AIRCRAFT MANAGEMENT INC,1995.0,38025,37750.0,432.4,246.99,0.0,6715.0,none,A5,1013.6,38016.0,241.17,38.29564,-108.630126,8,186,0.353,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],67751957,0.4,-20.4,190.611,244.1,,,,,1742361402.001,
ab38a1,adsb_icao,DAL656  ,N822DN,B739,BOEING 737-900,DELTA AIR LINES INC,2014.0,36000,35525.0,420.5,265.23,0.0,3142.0,none,A3,1013.6,36000.0,255.94,38.989641,-108.612061,8,186,0.353,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],136166303,0.4,-27.9,174.023,256.2,,,,,1742361402.001,
a1ce99,adsb_icao,JBU1723 ,N2151J,A21N,AIRBUS A-321neo,JETBLUE AIRWAYS CORP,2023.0,34000,33775.0,416.6,250.22,0.0,2604.0,none,A3,1013.6,34016.0,0.0,37.08463,-108.504559,8,186,0.972,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],163258874,0.5,-27.4,229.606,227.2,,,,,1742361402.001,
4b191e,adsb_icao,SWR39   ,HB-JNI,B77W,BOEING 777-300ER,,,33000,32250.0,495.6,72.63,0.0,3236.0,none,A5,1012.8,32992.0,54.84,42.940436,-108.110635,8,186,0.994,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],84566225,0.5,-9.1,238.136,324.8,,,,,1742361402.001,
a28ee7,adsb_icao,SWA4066 ,N264LV,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2007.0,38000,37350.0,434.4,304.49,-64.0,1430.0,none,A3,1013.6,38016.0,291.09,42.928802,-108.0796,8,186,4.271,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],126801662,1.5,-12.0,236.753,325.0,,,,,1742361402.001,
abd204,adsb_icao,SWA2380 ,N8606C,B738,BOEING 737-800,UMB BANK NA TRUSTEE,,38000,37800.0,410.9,255.05,-128.0,6234.0,none,A3,1013.6,38016.0,248.91,37.777513,-108.032147,8,186,0.265,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],132182496,0.1,-14.5,184.791,231.4,,,,,1742361402.001,
a01fee,adsb_icao,AAL300  ,N107NN,A321,AIRBUS A-321,UMB BANK N A TRUSTEE,2014.0,32000,31625.0,395.0,251.24,0.0,7153.0,none,A3,,32000.0,0.0,36.797791,-107.91893,8,186,0.265,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],232822352,0.0,-27.5,224.159,218.9,,,,,1742361402.001,
ab741e,adsb_icao,UAL1325 ,N837UA,A319,AIRBUS A-319,UNITED AIRLINES INC,2001.0,35975,35375.0,440.8,291.56,0.0,3542.0,none,A3,1012.8,36000.0,,41.92313,-107.774985,8,186,1.53,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],122890670,1.5,-7.9,182.201,316.9,,,,,1742361402.001,
accb50,adsb_icao,SWA2089 ,N923WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2008.0,40000,39675.0,392.3,265.32,-64.0,,,A3,1013.6,40000.0,350.16,39.723267,-107.619981,8,186,45.779,2.0,1.0,10.0,2.0,3.0,perhour,,,0.0,0.0,[],[],121250826,45.8,-28.5,121.427,270.4,,,,,1742361402.001,
a19f29,adsb_icao,SWA2643 ,N203WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2005.0,40000,39725.0,411.5,248.17,0.0,6557.0,none,A3,1013.6,40000.0,237.66,39.424576,-107.064156,8,186,0.323,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],125635776,0.0,-19.9,97.807,259.5,,,,,1742361402.001,
a553ce,adsb_icao,UAL1303 ,N442UA,A320,AIRBUS A-320,UNITED AIRLINES INC,1998.0,36025,35475.0,435.1,288.77,0.0,3226.0,none,A3,1012.8,36000.0,,41.651684,-106.990995,8,186,0.095,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],108609752,0.1,-16.2,146.56,322.2,,,,,1742361402.001,
a1be79,adsb_icao,AAY711  ,N211NV,A320,AIRBUS A-320,SUNRISE ASSET MANAGEMENT LLC,2013.0,36000,35950.0,405.7,242.55,-128.0,6534.0,none,A3,1012.8,36000.0,,36.001033,-106.774078,8,186,0.07,2.0,1.0,9.0,1.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],119210428,0.1,-23.1,239.822,201.2,,,,,1742361402.001,
a808d7,adsb_icao,ATN3453 ,N617AZ,B763,BOEING 767-300,AMAZON.COM SERVICES LLC,2001.0,36000,35350.0,432.6,308.62,-64.0,3233.0,none,A5,1013.6,36000.0,296.72,40.19525,-106.766697,8,186,0.323,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],87187979,0.2,-11.8,86.206,289.1,,,,,1742361402.001,
4caa40,adsb_icao,EIN950  ,EI-EIM,A333,AIRBUS A-330-300,,,35000,34325.0,488.0,36.75,0.0,1061.0,none,A5,1012.8,35008.0,,42.87117,-106.646587,8,186,0.994,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],77173016,0.5,-2.5,202.329,338.9,,,,,1742361402.001,
ad4cf2,adsb_icao,SWA4588 ,N956WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2011.0,38000,37750.0,419.5,247.29,64.0,1707.0,none,A3,1013.6,38016.0,241.17,37.827092,-106.526662,8,186,0.4,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],144723917,0.4,-28.8,135.464,212.5,,,,,1742361402.001,
ac3adf,adsb_icao,SWA1785 ,N8875B,B38M,BOEING 737 MAX 8,SOUTHWEST AIRLINES CO,2023.0,34950,34350.0,437.0,280.95,1920.0,1433.0,none,A3,1013.6,40000.0,260.16,40.01825,-106.51062,8,186,0.095,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],144937728,0.1,-16.9,72.025,283.9,,,,,1742361402.001,
a1427f,adsb_icao,AAL509  ,N180US,A321,AIRBUS A-321,WILMINGTON TRUST CO TRUSTEE,2001.0,28025,27625.0,441.7,294.48,0.0,,,A3,,28000.0,0.0,36.169006,-106.488361,8,186,13.75,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],119246325,2.7,-21.6,225.774,198.8,,,,,1742361402.001,
a022c4,adsb_icao,DAL2103 ,N108DN,A321,AIRBUS A-321,DELTA AIR LINES INC,2021.0,35975,35425.0,433.8,236.09,0.0,3630.0,none,A3,1012.8,36000.0,,40.586517,-106.475708,8,186,0.095,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],162739883,0.0,-18.5,85.049,307.2,,,,,1742361402.001,
a5ae2f,adsb_icao,SWA706  ,N465WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2004.0,34275,33750.0,414.9,263.22,1536.0,2761.0,none,A3,1013.6,38016.0,248.91,39.808634,-106.308472,8,186,0.095,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],121917530,0.1,-17.9,60.971,274.3,,,,,1742361402.001,
a45210,adsb_icao,FFT2142 ,N378FR,A20N,AIRBUS A-320neo,BANK OF UTAH TRUSTEE,2021.0,27000,26550.0,386.2,43.32,-64.0,731.0,none,A3,1012.8,11008.0,,38.859741,-106.238927,8,186,1.321,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],137522284,0.6,-28.9,78.446,228.1,,,,,1742361402.001,
ad08bd,adsb_icao,SKW5802 ,N939SW,CRJ2,BOMBARDIER Regional Jet CRJ-200,SKYWEST AIRLINES INC,2003.0,21575,21200.0,402.3,318.22,,,,A2,1012.8,12000.0,,42.129403,-106.179604,8,186,51.285,2.0,1.0,10.0,1.0,3.0,perhour,,,0.0,0.0,[],[],58950432,51.3,-30.3,153.313,339.8,,-2112.0,,,1742361402.001,
ac0c41,adsb_icao,SWA3762 ,N8757L,B38M,BOEING 737 MAX 8,SOUTHWEST AIRLINES CO,2022.0,27000,26550.0,406.7,43.51,64.0,2611.0,none,A3,1013.6,11008.0,37.27,38.977304,-106.097961,8,186,0.095,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],114615405,0.1,-15.1,68.824,228.7,,,,,1742361402.001,
a75634,adsb_icao,DAL781  ,N572DT,A21N,AIRBUS A-321neo,DELTA AIR LINES INC,2024.0,38025,37800.0,429.7,263.59,-64.0,2105.0,none,A3,1012.8,38016.0,,38.538968,-106.097717,8,186,0.095,2.0,1.0,10.0,1.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],101066420,0.1,-20.4,88.614,215.9,,,,,1742361402.001,
ac249e,adsb_icao,SWA3246 ,N8815L,B38M,BOEING 737 MAX 8,SOUTHWEST AIRLINES CO,2021.0,38000,38000.0,367.5,258.38,64.0,,,A3,1013.6,38016.0,255.23,35.986463,-106.03887,8,186,17.609,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],130740301,1.8,-25.2,230.728,192.8,,,,,1742361402.001,
